,asset_id,label,split,fps,frame_count,duration_seconds,frame_height,frame_width,frame_channels,orginal_video_start_second,original_video_end_second,original_video_target_second,target_second,reliable_audio
1336,443553,14,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,1
1328,443370,14,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
1349,319320351,14,train,25.0,377,9.96,720,1280,3,5.0,15.0,10.0,5.0,0
1335,443552,14,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
1311,441664,14,train,25.0,264,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
1315,442448,14,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
1331,443388,14,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
1326,443361,14,train,25.0,443,9.96,1080,1920,3,47.0,57.0,52.0,5.0,0
1309,441422,14,train,25.0,443,9.88,1080,1920,3,47.72,57.72,56.0,8.280000000000001,0
1314,442447,14,train,25.0,427,9.96,1080,1920,3,17.0,27.0,22.0,5.0,1
1304,440364,14,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
1302,440362,14,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
1297,432872,14,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
1343,201254101,14,train,25.0,252,9.96,288,352,3,0.0,10.0,2.0,2.0,0
1342,201254091,14,train,25.0,327,9.96,288,352,3,3.0,13.0,8.0,5.0,0
1298,432873,14,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
1338,443555,14,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
1332,443390,14,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
1329,443374,14,train,25.0,377,9.96,1080,1920,3,55.0,65.0,60.0,5.0,1
1308,441421,14,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
1293,429743,14,train,25.0,305,9.88,1080,1920,3,2.2,12.2,8.0,5.800000000000001,0
1318,443210,14,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1306,441310,14,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1345,318530611,14,train,25.0,304,9.84,720,1280,3,2.2,12.2,10.0,7.800000000000001,1
1290,414288,14,train,25.0,327,9.88,1080,1920,3,15.44,25.44,22.0,6.559999999999999,0
1300,440359,14,train,25.0,327,9.96,1080,1920,3,63.0,73.0,68.0,5.0,1
1291,414764,14,train,25.0,89,3.44,1080,1920,3,0.0,3.55,2.0,2.0,0
1305,441309,14,train,25.0,444,9.96,1080,1920,3,53.0,63.0,58.0,5.0,0
1320,443213,14,train,25.0,470,9.88,1080,1920,3,8.8,18.8,16.0,7.199999999999999,0
1292,429742,14,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1347,319310361,14,train,25.0,477,9.96,720,1280,3,9.0,19.0,14.0,5.0,0
1333,443550,14,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
1321,443214,14,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,0
1337,443554,14,train,25.0,352,9.96,1080,1920,3,45.0,55.0,50.0,5.0,1
1310,441423,14,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
1344,201500001,14,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,0
1313,442445,14,train,25.0,258,9.88,1080,1920,3,0.3200000000000003,10.32,8.0,7.68,1
1319,443212,14,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1339,449897,14,train,25.0,387,9.96,1080,1920,3,11.0,21.0,16.0,5.0,0
1323,443219,14,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
1324,443359,14,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1301,440360,14,train,25.0,270,9.88,1080,1920,3,0.8000000000000007,10.8,6.0,5.199999999999999,0
1348,319312911,14,train,25.0,277,9.96,720,1280,3,11.0,21.0,16.0,5.0,1
1299,440358,14,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1316,442449,14,train,25.0,277,9.96,1080,1920,3,21.0,31.0,26.0,5.0,1
1384,404828,15,train,25.0,326,9.96,1080,1920,3,61.0,71.0,66.0,5.0,0
1420,462545,15,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
1394,432342,15,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
1406,442902,15,train,25.0,442,9.96,1080,1920,3,27.0,37.0,32.0,5.0,1
1391,432332,15,train,25.0,327,9.96,1080,1920,3,13.0,23.0,18.0,5.0,0
1424,469723,15,train,25.0,332,9.88,1080,1920,3,13.28,23.28,20.0,6.719999999999999,1
1414,443202,15,train,25.0,377,9.96,1080,1920,3,25.0,35.0,30.0,5.0,0
1393,432341,15,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
1387,411528,15,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1401,441285,15,train,25.0,377,9.96,1080,1920,3,25.0,35.0,30.0,5.0,1
1383,404826,15,train,25.0,253,9.84,1080,1920,3,30.16,40.16,38.0,7.840000000000003,0
1395,432343,15,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
1392,432340,15,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1396,432345,15,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
1407,442903,15,train,25.0,319,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
1412,443200,15,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
1433,201955311,15,train,25.0,329,9.88,720,1280,3,43.16,53.16,52.0,8.840000000000003,0
1434,220779411,15,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,0
1388,415509,15,train,25.0,253,9.96,1080,1920,3,9.0,19.0,14.0,5.0,0
1439,300235381,15,train,25.0,377,9.96,720,1280,3,5.0,15.0,10.0,5.0,0
1435,248703791,15,train,25.0,252,9.96,720,1280,3,0.0,10.0,4.0,4.0,0
1416,447442,15,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,0
1400,440604,15,train,25.0,284,9.88,1080,1920,3,1.3599999999999994,11.36,10.0,8.64,0
1390,416368,15,train,25.0,393,9.96,1080,1920,3,59.0,69.0,64.0,5.0,0
1381,404824,15,train,25.0,452,9.96,1080,1920,3,9.0,19.0,14.0,5.0,0
1437,291940851,15,train,25.0,327,9.96,720,1280,3,13.0,23.0,18.0,5.0,0
1413,443201,15,train,25.0,367,9.88,1080,1920,3,18.08,28.08,26.0,7.920000000000002,1
1404,441809,15,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
1385,408522,15,train,25.0,407,9.84,1080,1920,3,36.32,46.32,44.0,7.68,0
1436,248704601,15,train,25.0,252,9.96,720,1280,3,0.0,10.0,4.0,4.0,0
1426,475333,15,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,0
1422,469698,15,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
1429,195127641,15,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,0
1398,432347,15,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
1411,443198,15,train,25.0,331,9.96,1080,1920,3,163.0,173.0,168.0,5.0,1
1399,432944,15,train,25.0,314,9.88,1080,1920,3,2.5600000000000005,12.56,12.0,9.44,0
1428,192805961,15,train,25.0,216,8.52,720,1280,3,0.0,8.64,4.0,4.0,1
1425,472850,15,train,25.0,477,9.96,1080,1920,3,29.0,39.0,34.0,5.0,1
1421,469697,15,train,25.0,377,9.96,1080,1920,3,55.0,65.0,60.0,5.0,0
1427,476172,15,train,25.0,327,9.96,1080,1920,3,23.0,33.0,28.0,5.0,0
1415,443203,15,train,25.0,480,9.96,1080,1920,3,49.0,59.0,54.0,5.0,0
1430,195129061,15,train,25.0,427,9.96,720,1280,3,7.0,17.0,12.0,5.0,0
1417,447468,15,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1405,442115,15,train,25.0,338,9.96,1080,1920,3,33.0,43.0,38.0,5.0,1
1389,416364,15,train,25.0,377,9.96,1080,1920,3,35.0,45.0,40.0,5.0,0
1386,410807,15,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1438,297030481,15,train,25.0,327,9.96,720,1280,3,3.0,13.0,8.0,5.0,1
1408,442904,15,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
1502,454518,16,train,25.0,273,9.96,1080,1920,3,9.0,19.0,14.0,5.0,0
1481,431493,16,train,25.0,277,9.96,1080,1920,3,51.0,61.0,56.0,5.0,0
1471,406658,16,train,25.0,194,7.64,1080,1920,3,0.0,7.8,4.0,4.0,1
1517,189846411,16,train,25.0,169,6.64,720,1280,3,0.0,6.78,2.0,2.0,0
1474,431478,16,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
1515,486103,16,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1490,440648,16,train,25.0,492,9.96,1080,1920,3,83.0,93.0,88.0,5.0,1
1526,201438051,16,train,25.0,427,9.96,720,1280,3,57.0,67.0,62.0,5.0,0
1478,431488,16,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1512,486089,16,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1511,486088,16,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1479,431490,16,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
1522,195130941,16,train,25.0,168,6.6,720,1280,3,0.0,6.72,2.0,2.0,0
1504,469694,16,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
1494,440744,16,train,25.0,470,9.88,1080,1920,3,18.8,28.8,28.0,9.2,0
1508,469743,16,train,25.0,477,9.96,1080,1920,3,33.0,43.0,38.0,5.0,0
1476,431485,16,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,0
1499,446972,16,train,25.0,296,9.96,1080,1920,3,23.0,33.0,28.0,5.0,0
1525,201438041,16,train,25.0,327,9.96,720,1280,3,13.0,23.0,18.0,5.0,0
1528,201457261,16,train,25.0,269,9.88,720,1280,3,10.760000000000002,20.76,18.0,7.239999999999998,0
1506,469737,16,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1516,486169,16,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
1521,195130811,16,train,25.0,359,9.84,720,1280,3,24.37,34.37,30.0,5.630000000000003,0
1524,195133151,16,train,25.0,427,9.96,720,1280,3,7.0,17.0,12.0,5.0,0
1514,486092,16,train,25.0,477,9.96,1080,1920,3,19.0,29.0,24.0,5.0,0
1523,195131631,16,train,25.0,309,9.88,720,1280,3,12.36,22.36,18.0,5.640000000000001,0
1519,195129271,16,train,25.0,277,9.96,720,1280,3,11.0,21.0,16.0,5.0,0
1520,195129851,16,train,25.0,277,9.96,720,1280,3,1.0,11.0,6.0,5.0,0
1503,454519,16,train,25.0,327,9.88,1080,1920,3,5.92,15.92,14.0,8.08,0
1498,446971,16,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1510,469745,16,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1529,201488961,16,train,25.0,277,9.96,720,1280,3,1.0,11.0,6.0,5.0,0
1485,440643,16,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
1507,469742,16,train,25.0,426,9.96,1080,1920,3,65.0,75.0,70.0,5.0,0
1472,406729,16,train,25.0,93,3.6,1080,1920,3,0.0,3.76,2.0,2.0,0
1477,431487,16,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
1483,432744,16,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1486,440644,16,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
1491,440738,16,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
1493,440743,16,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,0
1501,446974,16,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1489,440647,16,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1475,431480,16,train,25.0,255,9.88,1080,1920,3,10.2,20.2,16.0,5.800000000000001,0
1492,440740,16,train,25.0,477,9.96,1080,1920,3,19.0,29.0,24.0,5.0,0
1496,441020,16,train,25.0,309,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
1484,432747,16,train,25.0,152,5.96,1080,1920,3,0.0,6.08,4.0,4.0,0
1518,189846721,16,train,25.0,346,9.84,720,1280,3,3.869999999999999,13.87,12.0,8.13,1
1487,440645,16,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
1612,442543,17,train,25.0,427,9.96,1080,1920,3,77.0,87.0,82.0,5.0,1
1570,441053,17,train,25.0,402,9.96,1080,1920,3,119.0,129.0,124.0,5.0,1
1582,441164,17,train,25.0,327,9.96,1080,1920,3,23.0,33.0,28.0,5.0,1
1600,441329,17,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,0
1585,441178,17,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
1565,441041,17,train,25.0,327,9.96,1080,1920,3,73.0,83.0,78.0,5.0,1
1553,416375,17,train,25.0,403,9.88,1080,1920,3,242.8,252.8,250.0,7.199999999999989,1
1587,441188,17,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
1608,441474,17,train,25.0,277,9.96,1080,1920,3,21.0,31.0,26.0,5.0,0
1558,440593,17,train,25.0,277,9.88,1080,1920,3,1.08,11.08,8.0,6.92,0
1584,441169,17,train,25.0,277,9.96,1080,1920,3,31.0,41.0,36.0,5.0,0
1568,441051,17,train,25.0,254,9.96,1080,1920,3,155.0,165.0,160.0,5.0,1
1556,440590,17,train,25.0,477,9.96,1080,1920,3,19.0,29.0,24.0,5.0,1
1576,441138,17,train,25.0,477,9.96,1080,1920,3,99.0,109.0,104.0,5.0,0
1614,442550,17,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
1617,443293,17,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,0
1604,441445,17,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,0
1607,441470,17,train,25.0,465,9.92,1080,1920,3,38.56,48.56,48.0,9.439999999999998,0
1567,441049,17,train,25.0,277,9.96,1080,1920,3,41.0,51.0,46.0,5.0,0
1579,441150,17,train,25.0,270,9.88,1080,1920,3,70.8,80.8,80.0,9.200000000000005,1
1554,416376,17,train,25.0,327,9.96,1080,1920,3,63.0,73.0,68.0,5.0,0
1589,441197,17,train,25.0,377,9.96,1080,1920,3,25.0,35.0,30.0,5.0,0
1603,441443,17,train,25.0,377,9.96,1080,1920,3,35.0,45.0,40.0,5.0,0
1583,441167,17,train,25.0,459,9.96,1080,1920,3,45.0,55.0,50.0,5.0,0
1586,441179,17,train,25.0,277,9.96,1080,1920,3,131.0,141.0,136.0,5.0,0
1590,441199,17,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
1573,441076,17,train,25.0,277,9.96,1080,1920,3,81.0,91.0,86.0,5.0,1
1561,440596,17,train,25.0,377,9.96,1080,1920,3,115.0,125.0,120.0,5.0,1
1574,441089,17,train,25.0,277,9.96,1080,1920,3,81.0,91.0,86.0,5.0,1
1615,442556,17,train,25.0,432,9.96,1080,1920,3,53.0,63.0,58.0,5.0,0
1594,441208,17,train,25.0,327,9.96,1080,1920,3,13.0,23.0,18.0,5.0,1
1564,440601,17,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
1601,441430,17,train,25.0,477,9.96,1080,1920,3,29.0,39.0,34.0,5.0,0
1560,440595,17,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
1613,442548,17,train,25.0,340,9.84,1080,1920,3,80.3,90.3,90.0,9.700000000000005,0
1572,441068,17,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1605,441448,17,train,25.0,277,9.96,1080,1920,3,21.0,31.0,26.0,5.0,0
1609,441546,17,train,25.0,269,9.88,1080,1920,3,50.76,60.76,56.0,5.240000000000002,0
1566,441048,17,train,25.0,477,9.96,1080,1920,3,19.0,29.0,24.0,5.0,0
1611,442541,17,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
1562,440597,17,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
1618,443294,17,train,25.0,477,9.96,1080,1920,3,49.0,59.0,54.0,5.0,0
1599,441327,17,train,25.0,327,9.96,1080,1920,3,13.0,23.0,18.0,5.0,1
1555,440589,17,train,25.0,460,9.88,1080,1920,3,8.399999999999999,18.4,18.0,9.6,1
1619,443295,17,train,25.0,277,9.96,1080,1920,3,21.0,31.0,26.0,5.0,0
1569,441052,17,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1606,441449,17,train,25.0,427,9.96,1080,1920,3,127.0,137.0,132.0,5.0,0
1559,440594,17,train,25.0,477,9.96,1080,1920,3,19.0,29.0,24.0,5.0,0
1577,441141,17,train,25.0,327,9.96,1080,1920,3,33.0,43.0,38.0,5.0,1
1593,441203,17,train,25.0,327,9.96,1080,1920,3,33.0,43.0,38.0,5.0,0
1575,441116,17,train,25.0,327,9.96,1080,1920,3,103.0,113.0,108.0,5.0,1
1578,441142,17,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
1595,441211,17,train,25.0,489,9.88,1080,1920,3,19.56,29.56,28.0,8.440000000000001,1
1563,440600,17,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,1
1596,441226,17,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
1696,216872001,18,train,25.0,477,9.96,720,1280,3,19.0,29.0,24.0,5.0,0
1655,407083,18,train,25.0,427,9.96,1080,1920,3,27.0,37.0,32.0,5.0,0
1652,407074,18,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
1659,407087,18,train,25.0,287,9.84,1080,1920,3,34.92,44.92,42.0,7.079999999999998,0
1678,441736,18,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1668,416369,18,train,25.0,277,9.96,1080,1920,3,101.0,111.0,106.0,5.0,1
1684,442287,18,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,0
1673,441683,18,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,0
1689,201305761,18,train,25.0,252,9.96,240,320,3,0.0,10.0,4.0,4.0,0
1666,415434,18,train,25.0,183,7.2,1080,1920,3,0.0,7.28,6.0,6.0,0
1709,346333921,18,train,25.0,341,9.88,720,1280,3,23.64,33.64,30.0,6.359999999999999,0
1703,281952481,18,train,25.0,377,9.96,720,1280,3,5.0,15.0,10.0,5.0,0
1671,441666,18,train,25.0,377,9.96,1080,1920,3,45.0,55.0,50.0,5.0,1
1693,215201761,18,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
1686,449079,18,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
1694,216220841,18,train,25.0,361,9.88,720,1280,3,54.44,64.44,62.0,7.560000000000002,0
1656,407084,18,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1663,407098,18,train,25.0,384,9.96,1080,1920,3,43.0,53.0,48.0,5.0,0
1674,441694,18,train,25.0,327,9.96,1080,1920,3,13.0,23.0,18.0,5.0,1
1692,201305791,18,train,25.0,252,9.96,240,320,3,0.0,10.0,4.0,4.0,0
1688,201296141,18,train,25.0,252,9.96,240,320,3,0.0,10.0,2.0,2.0,0
1677,441735,18,train,25.0,239,9.44,1080,1920,3,0.0,9.56,8.0,8.0,0
1654,407080,18,train,25.0,327,9.96,1080,1920,3,23.0,33.0,28.0,5.0,0
1697,217884591,18,train,25.0,327,9.96,720,1280,3,33.0,43.0,38.0,5.0,0
1651,407069,18,train,25.0,298,9.96,1080,1920,3,13.0,23.0,18.0,5.0,0
1669,416474,18,train,25.0,288,9.84,1080,1920,3,101.53,111.53,110.0,8.469999999999999,0
1690,201305771,18,train,25.0,478,9.96,240,320,3,11.0,21.0,16.0,5.0,0
1679,441750,18,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
1707,333551511,18,train,25.0,374,9.88,720,1280,3,4.960000000000001,14.96,14.0,9.04,1
1699,219494091,18,train,25.0,252,9.96,720,1280,3,0.0,10.0,4.0,4.0,1
1708,341859441,18,train,25.0,445,9.88,720,1280,3,7.800000000000001,17.8,14.0,6.199999999999999,0
1667,415441,18,train,25.0,469,9.96,1080,1920,3,35.0,45.0,40.0,5.0,0
1658,407086,18,train,25.0,295,9.96,1080,1920,3,59.0,69.0,64.0,5.0,0
1695,216871881,18,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,0
1704,311636711,18,train,25.0,141,5.52,720,1280,3,0.0,5.64,4.0,4.0,1
1653,407077,18,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1676,441733,18,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
1683,442107,18,train,25.0,327,9.96,1080,1920,3,63.0,73.0,68.0,5.0,0
1685,448490,18,train,25.0,327,9.96,1080,1920,3,43.0,53.0,48.0,5.0,0
1702,260197731,18,train,25.0,377,9.96,720,1280,3,5.0,15.0,10.0,5.0,0
1680,441758,18,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,0
1691,201305781,18,train,25.0,327,9.96,240,320,3,23.0,33.0,28.0,5.0,0
1682,441822,18,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1657,407085,18,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1706,320752671,18,train,25.0,224,8.84,720,1280,3,0.0,8.96,4.0,4.0,1
1664,415001,18,train,25.0,377,9.96,1080,1920,3,55.0,65.0,60.0,5.0,0
1687,452164,18,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
1700,225064661,18,train,25.0,189,7.44,720,1280,3,0.0,7.56,2.0,2.0,1
1779,486141,19,train,25.0,277,9.96,1080,1920,3,41.0,51.0,46.0,5.0,0
1789,486153,19,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,0
1788,486152,19,train,25.0,377,9.96,1080,1920,3,155.0,165.0,160.0,5.0,0
1747,402716,19,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1749,407369,19,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1755,439901,19,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1762,486115,19,train,25.0,277,9.96,1080,1920,3,71.0,81.0,76.0,5.0,1
1791,486156,19,train,25.0,377,9.96,1080,1920,3,35.0,45.0,40.0,5.0,0
1753,439600,19,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
1772,486132,19,train,25.0,327,9.96,1080,1920,3,193.0,203.0,198.0,5.0,1
1778,486140,19,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1785,486148,19,train,25.0,377,9.96,1080,1920,3,155.0,165.0,160.0,5.0,1
1776,486137,19,train,25.0,277,9.96,1080,1920,3,31.0,41.0,36.0,5.0,0
1767,486122,19,train,25.0,427,9.96,1080,1920,3,367.0,377.0,372.0,5.0,1
1798,486163,19,train,25.0,277,9.96,1080,1920,3,81.0,91.0,86.0,5.0,0
1758,439904,19,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1769,486126,19,train,25.0,327,9.96,1080,1920,3,343.0,353.0,348.0,5.0,1
1780,486142,19,train,25.0,277,9.96,1080,1920,3,301.0,311.0,306.0,5.0,1
1796,486161,19,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
1790,486154,19,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1756,439902,19,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,0
1783,486145,19,train,25.0,327,9.96,1080,1920,3,63.0,73.0,68.0,5.0,0
1751,417126,19,train,25.0,402,9.96,1080,1920,3,111.0,121.0,116.0,5.0,1
1775,486136,19,train,25.0,277,9.96,1080,1920,3,61.0,71.0,66.0,5.0,0
1759,450929,19,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1793,486158,19,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,0
1786,486149,19,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
1799,486177,19,train,25.0,477,9.96,1080,1920,3,69.0,79.0,74.0,5.0,0
1770,486129,19,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
1764,486119,19,train,25.0,327,9.96,1080,1920,3,43.0,53.0,48.0,5.0,0
1784,486147,19,train,25.0,377,9.96,1080,1920,3,45.0,55.0,50.0,5.0,0
1765,486120,19,train,25.0,377,9.96,1080,1920,3,25.0,35.0,30.0,5.0,0
1763,486118,19,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
1777,486139,19,train,25.0,277,9.96,1080,1920,3,91.0,101.0,96.0,5.0,1
1766,486121,19,train,25.0,327,9.96,1080,1920,3,83.0,93.0,88.0,5.0,0
1794,486159,19,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1797,486162,19,train,25.0,477,9.96,1080,1920,3,29.0,39.0,34.0,5.0,0
1760,486112,19,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1757,439903,19,train,25.0,439,9.88,1080,1920,3,7.559999999999999,17.56,14.0,6.440000000000001,0
1773,486134,19,train,25.0,327,9.96,1080,1920,3,123.0,133.0,128.0,5.0,0
1792,486157,19,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,0
1774,486135,19,train,25.0,277,9.96,1080,1920,3,21.0,31.0,26.0,5.0,0
1768,486125,19,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,1
1886,480377,20,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
1860,475291,20,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1865,476616,20,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
1844,432936,20,train,25.0,169,6.64,1080,1920,3,0.0,6.76,2.0,2.0,0
1830,404144,20,train,25.0,376,9.96,1080,1920,3,15.0,25.0,20.0,5.0,1
1855,446358,20,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1831,404173,20,train,25.0,266,9.88,1080,1920,3,10.64,20.64,16.0,5.359999999999999,0
1858,446406,20,train,25.0,277,9.96,1080,1920,3,21.0,31.0,26.0,5.0,0
1841,432932,20,train,25.0,266,9.88,1080,1920,3,0.6400000000000006,10.64,10.0,9.36,0
1877,480358,20,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
1880,480363,20,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
1846,432939,20,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
